title,rating,numOfRatings,FirstMovieRecommendation,SecondMovieRecommendation,ThirdMovieRecommendation,FourthMovieRecommendation
mouse hunt (1997),2.477272727272727,44,"Nightmare on Elm Street, A (1984)",Arsenic and Old Lace (1944),Indiana Jones and the Last Crusade (1989),"Lost World: Jurassic Park, The (1997)"
mr. holland's opus (1995),3.7781569965870307,293,Pretty Woman (1990),William Shakespeare's Romeo and Juliet (1996),Good Will Hunting (1997),On Golden Pond (1981)
mr. jones (1993),2.5,2,In the Name of the Father (1993),Harold and Maude (1971),Pulp Fiction (1994),"Professional, The (1994)"
mr. magoo (1997),1.9166666666666667,12,Grosse Pointe Blank (1997),"Fish Called Wanda, A (1988)",Willy Wonka and the Chocolate Factory (1971),Fried Green Tomatoes (1991)
mr. smith goes to washington (1939),4.123809523809523,105,Rosewood (1997),Arsenic and Old Lace (1944),It's a Wonderful Life (1946),Kingpin (1996)
mr. wonderful (1993),3.0,4,-,-,-,-
mr. wrong (1996),2.3043478260869565,23,Nikita (La Femme Nikita) (1990),Ulee's Gold (1997),Jungle2Jungle (1997),Taxi Driver (1976)
"mrs. brown (her majesty, mrs. brown) (1997)",3.9479166666666665,96,True Romance (1993),Army of Darkness (1993),"Nightmare Before Christmas, The (1993)","Close Shave, A (1995)"
mrs. dalloway (1997),3.6,15,Stand by Me (1986),Pink Floyd - The Wall (1982),Casablanca (1942),Return of the Jedi (1983)
mrs. doubtfire (1993),3.4114583333333335,192,G.I. Jane (1997),Kiss the Girls (1997),Good Will Hunting (1997),Grumpier Old Men (1995)
mrs. parker and the vicious circle (1994),3.272727272727273,22,Dante's Peak (1997),Michael (1996),As Good As It Gets (1997),Amistad (1997)
mrs. winterbourne (1996),3.0454545454545454,22,Bound (1996),"Ghost and the Darkness, The (1996)","Long Kiss Goodnight, The (1996)",Everyone Says I Love You (1996)
much ado about nothing (1993),4.0625,176,"Manchurian Candidate, The (1962)",Little Women (1994),"Killing Fields, The (1984)","Boot, Das (1981)"
mulholland falls (1996),2.8780487804878048,82,"Craft, The (1996)",On Golden Pond (1981),Little Women (1994),Dragonheart (1996)
multiplicity (1996),2.8358208955223883,134,Scream 2 (1997),Eraser (1996),Bonnie and Clyde (1967),Murder at 1600 (1997)
muppet treasure island (1996),2.761904761904762,84,"Room with a View, A (1986)",Amistad (1997),George of the Jungle (1997),G.I. Jane (1997)
murder at 1600 (1997),3.0871559633027523,218,Absolute Power (1997),101 Dalmatians (1996),Outbreak (1995),Dragonheart (1996)
murder in the first (1995),3.6,60,Spawn (1997),Big Night (1996),Absolute Power (1997),Crash (1996)
"murder, my sweet (1944)",3.5555555555555554,9,Reservoir Dogs (1992),Tomorrow Never Dies (1997),Dante's Peak (1997),Welcome to the Dollhouse (1995)
muriel's wedding (1994),3.55,100,Scream 2 (1997),What's Eating Gilbert Grape (1993),"Ice Storm, The (1997)",Lone Star (1996)
mute witness (1994),2.9411764705882355,17,My Fair Lady (1964),My Best Friend's Wedding (1997),Father of the Bride Part II (1995),"Peacemaker, The (1997)"
my best friend's wedding (1997),3.36046511627907,172,Conan the Barbarian (1981),Pretty Woman (1990),Stargate (1994),Little Women (1994)
my crazy life (mi vida loca) (1993),3.1818181818181817,11,Jackie Chan's First Strike (1996),Big Night (1996),G.I. Jane (1997),Air Force One (1997)
my fair lady (1964),3.816,125,"Devil's Advocate, The (1997)","Devil's Own, The (1997)",G.I. Jane (1997),Sabrina (1995)
my family (1995),3.6666666666666665,21,Dante's Peak (1997),Fly Away Home (1996),William Shakespeare's Romeo and Juliet (1996),Cold Comfort Farm (1995)
my favorite season (1993),3.6666666666666665,3,Pulp Fiction (1994),Indiana Jones and the Last Crusade (1989),Emma (1996),Die Hard: With a Vengeance (1995)
my favorite year (1982),3.532258064516129,62,Mimic (1997),Beautiful Girls (1996),"Crow, The (1994)",My Left Foot (1989)
my fellow americans (1996),3.1627906976744184,86,Star Trek VI: The Undiscovered Country (1991),Heathers (1989),Star Trek IV: The Voyage Home (1986),Rosewood (1997)
my left foot (1989),3.8512396694214877,121,Cold Comfort Farm (1995),Con Air (1997),"Philadelphia Story, The (1940)",Lone Star (1996)
my life and times with antonin artaud (en compagnie d'antonin artaud) (1993),2.0,2,Leaving Las Vegas (1995),Trainspotting (1996),Chasing Amy (1997),Cold Comfort Farm (1995)
my life as a dog (mitt liv som hund) (1985),3.978494623655914,93,"Wrong Trousers, The (1993)",What's Eating Gilbert Grape (1993),Kolya (1996),Spawn (1997)
my man godfrey (1936),4.037037037037037,27,Jackie Chan's First Strike (1996),Rosewood (1997),Cop Land (1997),Evita (1996)
my own private idaho (1991),3.6333333333333333,30,"Peacemaker, The (1997)",Amistad (1997),Kiss the Girls (1997),Tombstone (1993)
mystery science theater 3000: the movie (1996),3.4307692307692306,130,"Ice Storm, The (1997)",Ulee's Gold (1997),"Deer Hunter, The (1978)",Bonnie and Clyde (1967)
nadja (1994),2.25,8,"Devil's Advocate, The (1997)",Platoon (1986),"Adventures of Priscilla, Queen of the Desert, The (1994)",What's Eating Gilbert Grape (1993)
naked (1993),3.24,25,George of the Jungle (1997),Star Trek: The Motion Picture (1979),Murder at 1600 (1997),"Craft, The (1996)"
naked gun 33 1/3: the final insult (1994),2.782608695652174,69,Army of Darkness (1993),Down Periscope (1996),Welcome to the Dollhouse (1995),Murder at 1600 (1997)
naked in new york (1994),1.5,2,"Long Kiss Goodnight, The (1996)","Full Monty, The (1997)","Fish Called Wanda, A (1988)",In & Out (1997)
national lampoon's senior trip (1995),2.4285714285714284,7,GoodFellas (1990),"Adventures of Priscilla, Queen of the Desert, The (1994)",Men in Black (1997),Benny & Joon (1993)
natural born killers (1994),2.953125,128,Mother (1996),True Romance (1993),Heathers (1989),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
nell (1994),3.4814814814814814,81,Rosewood (1997),"River Wild, The (1994)",Kiss the Girls (1997),G.I. Jane (1997)
nelly & monsieur arnaud (1995),3.6666666666666665,3,Butch Cassidy and the Sundance Kid (1969),Clueless (1995),Secrets & Lies (1996),Lawrence of Arabia (1962)
nemesis 2: nebula (1995),2.0,1,-,-,-,-
"neon bible, the (1995)",1.75,4,Beavis and Butt-head Do America (1996),Mother (1996),"Fugitive, The (1993)",Fly Away Home (1996)
"net, the (1995)",3.0083333333333333,120,Down Periscope (1996),While You Were Sleeping (1995),My Best Friend's Wedding (1997),"Ghost and the Darkness, The (1996)"
"neverending story iii, the (1994)",2.1666666666666665,12,Jungle2Jungle (1997),Big Night (1996),True Romance (1993),Mighty Aphrodite (1995)
"new age, the (1994)",1.0,1,-,-,-,-
new jersey drive (1995),3.0,2,Beauty and the Beast (1991),What's Eating Gilbert Grape (1993),Clueless (1995),"Crow, The (1994)"
new york cop (1996),2.5,2,Mars Attacks! (1996),Beavis and Butt-head Do America (1996),Philadelphia (1993),Raising Arizona (1987)
"newton boys, the (1998)",3.0,4,Kiss the Girls (1997),Reservoir Dogs (1992),Cold Comfort Farm (1995),"Fish Called Wanda, A (1988)"
"next karate kid, the (1994)",2.4444444444444446,9,"Peacemaker, The (1997)",Little Women (1994),Brazil (1985),Broken Arrow (1996)
"next step, the (1995)",3.0,1,-,-,-,-
"niagara, niagara (1997)",2.0,1,-,-,-,-
nick of time (1995),3.0454545454545454,44,Bound (1996),Like Water For Chocolate (Como agua para chocolate) (1992),Rosewood (1997),Lawrence of Arabia (1962)
nico icon (1995),4.0,2,"Professional, The (1994)","Abyss, The (1989)","Shining, The (1980)","Rock, The (1996)"
night falls on manhattan (1997),3.375,32,"Good, The Bad and The Ugly, The (1966)",Glory (1989),Star Trek: Generations (1994),Star Trek: The Wrath of Khan (1982)
night flier (1997),3.7142857142857144,7,Event Horizon (1997),Alien: Resurrection (1997),Jungle2Jungle (1997),Starship Troopers (1997)
night of the living dead (1968),3.421875,64,Gattaca (1997),Seven Years in Tibet (1997),"River Wild, The (1994)","Full Monty, The (1997)"
night on earth (1991),3.8333333333333335,36,Rosewood (1997),Ben-Hur (1959),Fly Away Home (1996),Ulee's Gold (1997)
"nightmare before christmas, the (1993)",3.5874125874125875,143,"Cable Guy, The (1996)",L.A. Confidential (1997),"Sex, Lies, and Videotape (1989)",Lost Highway (1997)
"nightmare on elm street, a (1984)",3.171171171171171,111,Event Horizon (1997),G.I. Jane (1997),Young Guns (1988),Alien: Resurrection (1997)
nightwatch (1997),3.0,3,Dante's Peak (1997),Ulee's Gold (1997),Starship Troopers (1997),Face/Off (1997)
nikita (la femme nikita) (1990),4.0078740157480315,127,Courage Under Fire (1996),Donnie Brasco (1997),Kiss the Girls (1997),Kolya (1996)
nil by mouth (1997),2.0,4,"Remains of the Day, The (1993)",Natural Born Killers (1994),One Flew Over the Cuckoo's Nest (1975),Patton (1970)
nina takes a lover (1994),2.8333333333333335,6,William Shakespeare's Romeo and Juliet (1996),Searching for Bobby Fischer (1993),Sling Blade (1996),"Room with a View, A (1986)"
nine months (1995),2.9310344827586206,58,Lawrence of Arabia (1962),"Sex, Lies, and Videotape (1989)",Good Will Hunting (1997),Star Trek: Generations (1994)
ninotchka (1939),3.769230769230769,26,"Game, The (1997)",Crash (1996),"Frighteners, The (1996)",Bram Stoker's Dracula (1992)
nixon (1995),3.1222222222222222,90,Outbreak (1995),Face/Off (1997),Batman Forever (1995),Father of the Bride Part II (1995)
no escape (1994),2.4,5,Star Trek: The Wrath of Khan (1982),Natural Born Killers (1994),"Nightmare Before Christmas, The (1993)",Executive Decision (1996)
nobody loves me (keiner liebt mich) (1994),1.0,1,-,-,-,-
nobody's fool (1994),3.608695652173913,46,Amistad (1997),Happy Gilmore (1996),Real Genius (1985),"Philadelphia Story, The (1940)"
normal life (1996),3.0,1,-,-,-,-
north (1994),2.7142857142857144,7,Monty Python's Life of Brian (1979),Star Trek: The Motion Picture (1979),Everyone Says I Love You (1996),Michael (1996)
north by northwest (1959),4.284916201117318,179,To Kill a Mockingbird (1962),Crash (1996),Rear Window (1954),Nikita (La Femme Nikita) (1990)
"nosferatu (nosferatu, eine symphonie des grauens) (1922)",3.5555555555555554,54,Crash (1996),One Fine Day (1996),Conan the Barbarian (1981),G.I. Jane (1997)
nosferatu a venezia (1986),2.3333333333333335,3,Strictly Ballroom (1992),Brazil (1985),Clerks (1994),Clueless (1995)
nothing personal (1995),2.0,1,-,-,-,-
nothing to lose (1994),3.2857142857142856,7,To Kill a Mockingbird (1962),"Full Monty, The (1997)",Happy Gilmore (1996),Michael (1996)
notorious (1946),4.115384615384615,52,Cold Comfort Farm (1995),Scream 2 (1997),"Game, The (1997)",Sleepers (1996)
now and then (1995),3.4583333333333335,24,Cold Comfort Farm (1995),Fly Away Home (1996),Spawn (1997),Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
nowhere (1997),2.3333333333333335,3,Twelve Monkeys (1995),Fargo (1996),Austin Powers: International Man of Mystery (1997),Heathers (1989)
"nutty professor, the (1996)",2.914110429447853,163,Scream 2 (1997),Cinderella (1950),GoldenEye (1995),"Craft, The (1996)"
nénette et boni (1996),3.5,6,Absolute Power (1997),Ulee's Gold (1997),"Truth About Cats & Dogs, The (1996)",Toy Story (1995)
"object of my affection, the (1998)",4.0,1,-,-,-,-
of human bondage (1934),3.2,5,Get Shorty (1995),"Hudsucker Proxy, The (1994)","Sting, The (1973)",Liar Liar (1997)
of love and shadows (1994),3.1666666666666665,6,"Saint, The (1997)",Jackie Chan's First Strike (1996),Dante's Peak (1997),"People vs. Larry Flynt, The (1996)"
office killer (1997),1.0,1,-,-,-,-
"old lady who walked in the sea, the (vieille qui marchait dans la mer, la) (1991)",2.6,5,"Empire Strikes Back, The (1980)",Mrs. Doubtfire (1993),Casablanca (1942),Patton (1970)
"old man and the sea, the (1958)",3.34375,32,Kiss the Girls (1997),Seven Years in Tibet (1997),Boogie Nights (1997),Rosewood (1997)
old yeller (1957),3.484375,64,George of the Jungle (1997),Dead Man Walking (1995),Donnie Brasco (1997),On Golden Pond (1981)
oliver & company (1988),2.772727272727273,22,My Left Foot (1989),Beautiful Girls (1996),Murder at 1600 (1997),Down Periscope (1996)
"omen, the (1976)",3.388235294117647,85,"Long Kiss Goodnight, The (1996)",Seven (Se7en) (1995),Rumble in the Bronx (1995),"Lost World: Jurassic Park, The (1997)"
on golden pond (1981),3.556603773584906,106,Wag the Dog (1997),Cold Comfort Farm (1995),Ghost (1990),To Kill a Mockingbird (1962)
once upon a time in america (1984),3.4,50,Scream 2 (1997),"Cable Guy, The (1996)",True Romance (1993),"Close Shave, A (1995)"
once upon a time in the west (1969),3.8684210526315788,38,Crash (1996),"Ice Storm, The (1997)","Hunchback of Notre Dame, The (1996)",Jungle2Jungle (1997)
once upon a time... when we were colored (1995),3.2857142857142856,28,Star Trek VI: The Undiscovered Country (1991),Star Trek: Generations (1994),Being There (1979),Mimic (1997)
once were warriors (1994),4.064516129032258,31,My Best Friend's Wedding (1997),Conan the Barbarian (1981),Tombstone (1993),Scream 2 (1997)
one fine day (1996),3.232142857142857,112,True Lies (1994),Volcano (1997),Primal Fear (1996),"Manchurian Candidate, The (1962)"
one flew over the cuckoo's nest (1975),4.291666666666667,264,Kingpin (1996),Arsenic and Old Lace (1944),Scream 2 (1997),Gandhi (1982)
one night stand (1997),3.466666666666667,15,Brazil (1985),Willy Wonka and the Chocolate Factory (1971),Vertigo (1958),Tin Cup (1996)
only you (1994),3.1538461538461537,39,Mimic (1997),"Manchurian Candidate, The (1962)",Volcano (1997),Cool Hand Luke (1967)
open season (1996),2.5,2,Mighty Aphrodite (1995),Jackie Chan's First Strike (1996),Beavis and Butt-head Do America (1996),Kolya (1996)
operation dumbo drop (1995),2.5161290322580645,31,Good Will Hunting (1997),Ulee's Gold (1997),Bonnie and Clyde (1967),"Killing Fields, The (1984)"
original gangstas (1996),2.142857142857143,7,Mr. Holland's Opus (1995),"Game, The (1997)","River Wild, The (1994)",Leaving Las Vegas (1995)
orlando (1993),3.6176470588235294,34,Amistad (1997),Primal Fear (1996),Secrets & Lies (1996),Murder at 1600 (1997)
oscar & lucinda (1997),3.1904761904761907,21,Sleepers (1996),Searching for Bobby Fischer (1993),"Piano, The (1993)",101 Dalmatians (1996)
othello (1995),3.611111111111111,72,Alien: Resurrection (1997),Kolya (1996),Crash (1996),"Sex, Lies, and Videotape (1989)"
"other voices, other rooms (1997)",3.0,1,-,-,-,-
out to sea (1997),2.6842105263157894,19,"Maltese Falcon, The (1941)","Mask, The (1994)",Ed Wood (1994),"Room with a View, A (1986)"
outbreak (1995),3.2403846153846154,104,Seven Years in Tibet (1997),Alien: Resurrection (1997),Spawn (1997),Conspiracy Theory (1997)
"outlaw, the (1943)",2.5,2,Full Metal Jacket (1987),"Magnificent Seven, The (1954)",Patton (1970),One Flew Over the Cuckoo's Nest (1975)
"pagemaster, the (1994)",2.25,12,Tin Cup (1996),Primal Fear (1996),Courage Under Fire (1996),Kiss the Girls (1997)
"pallbearer, the (1996)",2.3181818181818183,22,Cold Comfort Farm (1995),Amistad (1997),Cinema Paradiso (1988),Singin' in the Rain (1952)
palmetto (1998),3.142857142857143,14,Ace Ventura: Pet Detective (1994),Batman Returns (1992),Eraser (1996),George of the Jungle (1997)
palookaville (1996),2.923076923076923,13,"Net, The (1995)",Kolya (1996),As Good As It Gets (1997),Monty Python's Life of Brian (1979)
panther (1995),2.4,5,"Long Kiss Goodnight, The (1996)",My Left Foot (1989),Executive Decision (1996),Star Trek: The Motion Picture (1979)
"paper, the (1994)",3.225,40,Wag the Dog (1997),Jungle2Jungle (1997),"Long Kiss Goodnight, The (1996)",Father of the Bride Part II (1995)
paradise lost: the child murders at robin hood hills (1996),4.05,20,Father of the Bride Part II (1995),Event Horizon (1997),Willy Wonka and the Chocolate Factory (1971),Scream 2 (1997)
paradise road (1997),3.2857142857142856,7,Trainspotting (1996),Jackie Brown (1997),Lost Highway (1997),Multiplicity (1996)
"parent trap, the (1961)",3.095890410958904,73,Michael (1996),Good Will Hunting (1997),My Best Friend's Wedding (1997),Everyone Says I Love You (1996)
paris is burning (1990),3.814814814814815,27,"Rainmaker, The (1997)",Seven Years in Tibet (1997),One Fine Day (1996),Ben-Hur (1959)
paris was a woman (1995),3.0,1,-,-,-,-
"paris, france (1993)",2.3333333333333335,3,Cinema Paradiso (1988),"Room with a View, A (1986)",My Left Foot (1989),"Boot, Das (1981)"
"paris, texas (1984)",3.5434782608695654,46,Amistad (1997),GoldenEye (1995),"Good, The Bad and The Ugly, The (1966)",Army of Darkness (1993)
party girl (1995),2.875,16,Good Will Hunting (1997),Amistad (1997),"Devil's Advocate, The (1997)",In the Name of the Father (1993)
passion fish (1992),3.1785714285714284,28,Austin Powers: International Man of Mystery (1997),Happy Gilmore (1996),"Manchurian Candidate, The (1962)",Chinatown (1974)
pather panchali (1955),4.625,8,Cape Fear (1991),Welcome to the Dollhouse (1995),Leaving Las Vegas (1995),"Philadelphia Story, The (1940)"
paths of glory (1957),4.212121212121212,33,Father of the Bride Part II (1995),Fly Away Home (1996),Spawn (1997),Basic Instinct (1992)
patton (1970),3.9926470588235294,136,Scream 2 (1997),Seven Years in Tibet (1997),Happy Gilmore (1996),101 Dalmatians (1996)
"peacemaker, the (1997)",3.2720588235294117,136,Bound (1996),Highlander (1986),"Devil's Own, The (1997)",Dante's Peak (1997)
penny serenade (1941),3.0,8,Cinema Paradiso (1988),"Manchurian Candidate, The (1962)","Postino, Il (1994)","Room with a View, A (1986)"
"people vs. larry flynt, the (1996)",3.5953488372093023,215,Alien: Resurrection (1997),Boogie Nights (1997),"Devil's Advocate, The (1997)",Scream 2 (1997)
"perez family, the (1995)",2.642857142857143,14,Lost Highway (1997),"Rainmaker, The (1997)",Crash (1996),G.I. Jane (1997)
"perfect candidate, a (1996)",4.0,4,Mr. Smith Goes to Washington (1939),"Deer Hunter, The (1978)",Clear and Present Danger (1994),Chasing Amy (1997)
"perfect world, a (1993)",3.68,50,Bound (1996),Amistad (1997),Cold Comfort Farm (1995),Fly Away Home (1996)
